student_id,student_code,first_name,last_name,date_of_birth,school_code,school_name
10367,STU-0367,Karen,Hernandez,2011-05-09,SCH-017,Fernwood High
10368,STU-0368,Joseph,Brown,2007-02-22,SCH-002,Shelbyville High
10369,STU-0369,Michael,Davis,2012-09-11,SCH-017,Fernwood High
10370,STU-0370,Robert,Taylor,2009-09-12,SCH-017,Fernwood High
10371,STU-0371,Linda,Davis,2009-01-27,SCH-016,Greendale High
10372,STU-0372,John,Moore,2006-05-16,SCH-014,Oakdale High
10373,STU-0373,Joseph,Williams,2012-11-11,SCH-018,Sunnydale High
10374,STU-0374,Richard,Miller,2005-09-06,SCH-014,Oakdale High
10375,STU-0375,Robert,Jackson,2008-07-04,SCH-019,Crestwood High
10376,STU-0376,Jessica,Anderson,2006-11-12,SCH-004,NorthHaverbrook High
10377,STU-0377,Robert,Martinez,2009-08-14,SCH-002,Shelbyville High
10378,STU-0378,Richard,Martinez,2009-03-15,SCH-016,Greendale High
10379,STU-0379,Jessica,Martinez,2005-05-11,SCH-006,Westport High
10380,STU-0380,Joseph,Taylor,2009-03-14,SCH-017,Fernwood High
10381,STU-0381,Joseph,Hernandez,2009-01-21,SCH-007,Ridgemont High
10382,STU-0382,Mary,Anderson,2011-01-13,SCH-001,Springfield High
10383,STU-0383,Linda,Miller,2009-01-15,SCH-014,Oakdale High
10384,STU-0384,Joseph,Thomas,2006-11-09,SCH-016,Greendale High
10385,STU-0385,Thomas,Martinez,2012-12-28,SCH-010,Kingsport High
10386,STU-0386,Michael,Gonzalez,2010-12-27,SCH-017,Fernwood High
10387,STU-0387,Elizabeth,Williams,2006-08-11,SCH-005,Capital High
10388,STU-0388,David,Miller,2009-12-12,SCH-016,Greendale High
10389,STU-0389,Robert,Wilson,2005-08-23,SCH-007,Ridgemont High
10390,STU-0390,Elizabeth,Williams,2005-02-02,SCH-010,Kingsport High
10391,STU-0391,Linda,Brown,2010-02-19,SCH-001,Springfield High
10392,STU-0392,Jennifer,Hernandez,2011-08-16,SCH-011,Lakeside High
10393,STU-0393,James,Smith,2008-03-21,SCH-017,Fernwood High
10394,STU-0394,David,Taylor,2009-10-05,SCH-005,Capital High
10395,STU-0395,Mary,Miller,2012-12-05,SCH-005,Capital High
10396,STU-0396,Patricia,Taylor,2010-05-13,SCH-004,NorthHaverbrook High
10397,STU-0397,William,Jones,2009-03-25,SCH-010,Kingsport High
10398,STU-0398,Jessica,Hernandez,2011-09-02,SCH-004,NorthHaverbrook High
10399,STU-0399,Patricia,Lopez,2007-08-02,SCH-014,Oakdale High
10400,STU-0400,Linda,Johnson,2011-05-10,SCH-007,Ridgemont High
10401,STU-0401,Thomas,Taylor,2008-01-25,SCH-012,Riverdale High
10402,STU-0402,Michael,Brown,2012-03-19,SCH-005,Capital High
10403,STU-0403,Elizabeth,Gonzalez,2008-10-24,SCH-008,Hillwood High
10404,STU-0404,Jessica,Martin,2005-01-27,SCH-008,Hillwood High
10405,STU-0405,Thomas,Jackson,2008-06-23,SCH-015,Brookfield High
10406,STU-0406,Thomas,Martinez,2009-06-16,SCH-013,Millbrook High
10407,STU-0407,Michael,Davis,2009-04-12,SCH-017,Fernwood High
10408,STU-0408,William,Wilson,2006-02-24,SCH-005,Capital High
10409,STU-0409,Linda,Martin,2012-06-20,SCH-007,Ridgemont High
10410,STU-0410,Charles,Martin,2012-05-02,SCH-016,Greendale High
10411,STU-0411,William,Lopez,2007-12-26,SCH-003,Ogdenville High
10412,STU-0412,Michael,Lopez,2012-12-12,SCH-016,Greendale High
10413,STU-0413,Mary,Martinez,2010-08-26,SCH-019,Crestwood High
10414,STU-0414,Karen,Davis,2012-03-14,SCH-016,Greendale High
10415,STU-0415,Sarah,Martin,2005-08-02,SCH-010,Kingsport High
10416,STU-0416,Thomas,Lopez,2012-06-11,SCH-013,Millbrook High
10417,STU-0417,Richard,Martinez,2009-12-20,SCH-016,Greendale High
10418,STU-0418,David,Smith,2007-05-27,SCH-017,Fernwood High
10419,STU-0419,Mary,Miller,2012-02-26,SCH-006,Westport High
10420,STU-0420,James,Lopez,2006-12-19,SCH-010,Kingsport High
10421,STU-0421,Patricia,Thomas,2010-04-05,SCH-004,NorthHaverbrook High
10422,STU-0422,Richard,Wilson,2007-12-21,SCH-003,Ogdenville High
10423,STU-0423,Michael,Anderson,2012-01-22,SCH-012,Riverdale High
10424,STU-0424,Jessica,Williams,2007-12-16,SCH-002,Shelbyville High
10425,STU-0425,Barbara,Anderson,2010-11-24,SCH-003,Ogdenville High
10426,STU-0426,Jessica,Gonzalez,2007-02-01,SCH-008,Hillwood High
10427,STU-0427,Sarah,Rodriguez,2005-01-27,SCH-005,Capital High
10428,STU-0428,William,Hernandez,2012-06-19,SCH-006,Westport High
10429,STU-0429,David,Miller,2011-07-27,SCH-011,Lakeside High
10430,STU-0430,Barbara,Lopez,2012-04-13,SCH-006,Westport High
10431,STU-0431,Michael,Wilson,2005-09-11,SCH-013,Millbrook High
10432,STU-0432,Jennifer,Martin,2006-11-25,SCH-001,Springfield High
10433,STU-0433,Barbara,Hernandez,2010-11-27,SCH-018,Sunnydale High
10434,STU-0434,David,Gonzalez,2011-10-21,SCH-004,NorthHaverbrook High
10435,STU-0435,Sarah,Gonzalez,2011-01-25,SCH-001,Springfield High
10436,STU-0436,Charles,Hernandez,2012-10-21,SCH-002,Shelbyville High
10437,STU-0437,James,Miller,2008-08-24,SCH-011,Lakeside High
10438,STU-0438,Barbara,Brown,2006-09-14,SCH-011,Lakeside High
10439,STU-0439,Jennifer,Lopez,2011-07-16,SCH-004,NorthHaverbrook High
10440,STU-0440,Robert,Williams,2006-06-13,SCH-016,Greendale High
10441,STU-0441,Charles,Martinez,2006-08-07,SCH-016,Greendale High
10442,STU-0442,Joseph,Moore,2011-09-09,SCH-006,Westport High
10443,STU-0443,James,Anderson,2005-07-22,SCH-011,Lakeside High
10444,STU-0444,Mary,Rodriguez,2008-03-16,SCH-006,Westport High
10445,STU-0445,Barbara,Johnson,2009-10-10,SCH-010,Kingsport High
10446,STU-0446,David,Miller,2005-04-09,SCH-015,Brookfield High
10447,STU-0447,Linda,Jones,2007-03-04,SCH-020,Elmwood High
10448,STU-0448,Elizabeth,Garcia,2007-08-15,SCH-012,Riverdale High
10449,STU-0449,Barbara,Hernandez,2010-08-01,SCH-011,Lakeside High
10450,STU-0450,James,Thomas,2009-09-13,SCH-003,Ogdenville High
10451,STU-0451,Robert,Taylor,2011-03-01,SCH-013,Millbrook High
10452,STU-0452,Joseph,Jackson,2009-03-26,SCH-001,Springfield High
10453,STU-0453,Jessica,Jones,2011-08-05,SCH-018,Sunnydale High
10454,STU-0454,Karen,Martin,2007-02-03,SCH-005,Capital High
10455,STU-0455,Michael,Jackson,2008-12-04,SCH-006,Westport High
10456,STU-0456,Barbara,Gonzalez,2012-08-10,SCH-006,Westport High
10457,STU-0457,Charles,Smith,2012-03-12,SCH-019,Crestwood High
10458,STU-0458,William,Anderson,2011-10-28,SCH-007,Ridgemont High
10459,STU-0459,Robert,Martin,2009-01-01,SCH-002,Shelbyville High
10460,STU-0460,Joseph,Anderson,2009-12-25,SCH-005,Capital High
10461,STU-0461,Robert,Thomas,2005-06-11,SCH-014,Oakdale High
10462,STU-0462,Richard,Smith,2005-02-10,SCH-009,Fairview High
10463,STU-0463,Jennifer,Jackson,2006-11-23,SCH-005,Capital High
10464,STU-0464,Joseph,Martinez,2012-03-19,SCH-011,Lakeside High
10465,STU-0465,Susan,Martinez,2012-02-12,SCH-003,Ogdenville High
10466,STU-0466,Linda,Thomas,2012-02-12,SCH-003,Ogdenville High
10467,STU-0467,Mary,Miller,2011-01-11,SCH-017,Fernwood High
10468,STU-0468,Elizabeth,Martinez,2012-12-07,SCH-016,Greendale High
10469,STU-0469,William,Brown,2010-01-06,SCH-020,Elmwood High
10470,STU-0470,Elizabeth,Rodriguez,2011-09-02,SCH-006,Westport High
10471,STU-0471,Linda,Moore,2008-06-04,SCH-007,Ridgemont High
10472,STU-0472,Richard,Taylor,2011-08-01,SCH-003,Ogdenville High
10473,STU-0473,Jessica,Taylor,2007-07-03,SCH-007,Ridgemont High
10474,STU-0474,Mary,Miller,2012-08-20,SCH-002,Shelbyville High
10475,STU-0475,William,Anderson,2008-05-14,SCH-015,Brookfield High
10476,STU-0476,Joseph,Anderson,2011-07-03,SCH-010,Kingsport High
10477,STU-0477,Joseph,Hernandez,2008-02-28,SCH-009,Fairview High
10478,STU-0478,Karen,Wilson,2007-08-10,SCH-001,Springfield High
10479,STU-0479,Charles,Jones,2006-11-23,SCH-015,Brookfield High
10480,STU-0480,Mary,Johnson,2008-06-08,SCH-008,Hillwood High
10481,STU-0481,Jessica,Williams,2007-02-04,SCH-001,Springfield High
10482,STU-0482,William,Wilson,2005-02-12,SCH-001,Springfield High
10483,STU-0483,Jessica,Brown,2011-10-25,SCH-019,Crestwood High
10484,STU-0484,Joseph,Brown,2010-10-25,SCH-016,Greendale High
10485,STU-0485,John,Johnson,2010-05-05,SCH-008,Hillwood High
10486,STU-0486,Linda,Taylor,2010-09-27,SCH-015,Brookfield High
10487,STU-0487,Thomas,Williams,2010-07-03,SCH-002,Shelbyville High
10488,STU-0488,Joseph,Martinez,2006-12-27,SCH-010,Kingsport High
10489,STU-0489,Barbara,Williams,2012-12-01,SCH-011,Lakeside High
10490,STU-0490,Linda,Anderson,2007-10-13,SCH-009,Fairview High
10491,STU-0491,Barbara,Wilson,2010-12-28,SCH-013,Millbrook High
10492,STU-0492,Robert,Moore,2008-03-26,SCH-009,Fairview High
10493,STU-0493,Karen,Taylor,2007-07-10,SCH-007,Ridgemont High
10494,STU-0494,James,Jackson,2009-08-19,SCH-015,Brookfield High
10495,STU-0495,Elizabeth,Davis,2011-02-04,SCH-002,Shelbyville High
10496,STU-0496,Patricia,Thomas,2007-09-09,SCH-016,Greendale High
10497,STU-0497,Jennifer,Williams,2011-03-05,SCH-015,Brookfield High
10498,STU-0498,Joseph,Miller,2008-07-25,SCH-015,Brookfield High
10499,STU-0499,Jessica,Thomas,2005-10-28,SCH-002,Shelbyville High
10500,STU-0500,Michael,Smith,2010-02-03,SCH-002,Shelbyville High
10501,STU-0501,Charles,Taylor,2010-07-27,SCH-008,Hillwood High
10502,STU-0502,James,Jackson,2008-11-13,SCH-017,Fernwood High
10503,STU-0503,Joseph,Jackson,2006-08-15,SCH-001,Springfield High
10504,STU-0504,Michael,Anderson,2006-03-13,SCH-001,Springfield High
10505,STU-0505,Robert,Rodriguez,2009-01-09,SCH-001,Springfield High
10506,STU-0506,David,Williams,2006-05-03,SCH-013,Millbrook High
10507,STU-0507,Elizabeth,Davis,2007-02-17,SCH-006,Westport High
10508,STU-0508,Elizabeth,Johnson,2011-05-25,SCH-002,Shelbyville High
10509,STU-0509,Jennifer,Johnson,2006-01-06,SCH-017,Fernwood High
10510,STU-0510,Elizabeth,Thomas,2007-04-06,SCH-013,Millbrook High
10511,STU-0511,Karen,Jackson,2010-06-12,SCH-005,Capital High
10512,STU-0512,Jessica,Jones,2005-08-26,SCH-004,NorthHaverbrook High
10513,STU-0513,James,Jones,2006-11-12,SCH-009,Fairview High
10514,STU-0514,John,Hernandez,2010-10-03,SCH-016,Greendale High
10515,STU-0515,Joseph,Wilson,2005-02-15,SCH-008,Hillwood High
10516,STU-0516,Karen,Martinez,2010-10-06,SCH-010,Kingsport High
10517,STU-0517,David,Moore,2005-08-12,SCH-004,NorthHaverbrook High
10518,STU-0518,Linda,Brown,2009-07-10,SCH-012,Riverdale High
10519,STU-0519,Susan,Lopez,2011-11-08,SCH-014,Oakdale High
10520,STU-0520,Linda,Rodriguez,2012-11-04,SCH-017,Fernwood High
10521,STU-0521,Joseph,Taylor,2008-09-13,SCH-004,NorthHaverbrook High
10522,STU-0522,Mary,Wilson,2011-01-28,SCH-006,Westport High
10523,STU-0523,Sarah,Rodriguez,2005-07-25,SCH-011,Lakeside High
10524,STU-0524,Thomas,Jackson,2005-09-04,SCH-014,Oakdale High
10525,STU-0525,Joseph,Lopez,2012-03-03,SCH-007,Ridgemont High
10526,STU-0526,William,Rodriguez,2012-03-09,SCH-009,Fairview High
10527,STU-0527,Jessica,Johnson,2008-06-13,SCH-011,Lakeside High
10528,STU-0528,Jessica,Martin,2008-01-24,SCH-018,Sunnydale High
10529,STU-0529,Michael,Johnson,2008-05-12,SCH-014,Oakdale High
10530,STU-0530,Mary,Martin,2008-10-17,SCH-019,Crestwood High
10531,STU-0531,Karen,Moore,2011-09-04,SCH-011,Lakeside High
10532,STU-0532,Thomas,Taylor,2010-08-25,SCH-010,Kingsport High
10533,STU-0533,Jessica,Davis,2008-09-18,SCH-014,Oakdale High
10534,STU-0534,Mary,Wilson,2012-11-15,SCH-011,Lakeside High
10535,STU-0535,Barbara,Rodriguez,2006-02-09,SCH-001,Springfield High
10536,STU-0536,Mary,Rodriguez,2008-10-21,SCH-011,Lakeside High
10537,STU-0537,Susan,Martin,2008-12-08,SCH-012,Riverdale High
10538,STU-0538,Karen,Miller,2009-07-01,SCH-015,Brookfield High
10539,STU-0539,Elizabeth,Smith,2006-08-16,SCH-012,Riverdale High
10540,STU-0540,James,Hernandez,2006-10-01,SCH-014,Oakdale High
10541,STU-0541,Richard,Garcia,2011-11-09,SCH-003,Ogdenville High
10542,STU-0542,Joseph,Miller,2011-03-03,SCH-004,NorthHaverbrook High
10543,STU-0543,Linda,Brown,2011-09-09,SCH-010,Kingsport High
10544,STU-0544,David,Brown,2008-01-10,SCH-005,Capital High
10545,STU-0545,Thomas,Jones,2005-02-26,SCH-002,Shelbyville High
10546,STU-0546,Karen,Rodriguez,2009-10-28,SCH-012,Riverdale High
10547,STU-0547,Jessica,Rodriguez,2008-12-17,SCH-017,Fernwood High
10548,STU-0548,David,Jackson,2005-11-28,SCH-001,Springfield High
10549,STU-0549,Michael,Miller,2012-12-04,SCH-003,Ogdenville High
10550,STU-0550,James,Jackson,2009-01-26,SCH-009,Fairview High
10551,STU-0551,Jessica,Wilson,2005-09-09,SCH-016,Greendale High
10552,STU-0552,Susan,Wilson,2012-09-22,SCH-006,Westport High
10553,STU-0553,Thomas,Lopez,2011-01-26,SCH-015,Brookfield High
10554,STU-0554,Richard,Martin,2010-05-07,SCH-016,Greendale High
10555,STU-0555,Susan,Martinez,2008-06-15,SCH-012,Riverdale High
10556,STU-0556,Mary,Lopez,2011-05-02,SCH-015,Brookfield High
10557,STU-0557,Linda,Smith,2009-07-17,SCH-012,Riverdale High
10558,STU-0558,Barbara,Jackson,2008-02-26,SCH-004,NorthHaverbrook High
10559,STU-0559,Joseph,Davis,2008-08-08,SCH-003,Ogdenville High
10560,STU-0560,Elizabeth,Jackson,2005-10-26,SCH-009,Fairview High
10561,STU-0561,Thomas,Martin,2007-08-09,SCH-007,Ridgemont High
10562,STU-0562,Elizabeth,Wilson,2008-07-25,SCH-013,Millbrook High
10563,STU-0563,Jennifer,Moore,2012-01-14,SCH-009,Fairview High
10564,STU-0564,David,Moore,2005-08-06,SCH-008,Hillwood High
10565,STU-0565,Susan,Williams,2005-06-28,SCH-019,Crestwood High
10566,STU-0566,Michael,Jackson,2009-04-28,SCH-009,Fairview High
10567,STU-0567,Charles,Wilson,2009-07-06,SCH-019,Crestwood High
10568,STU-0568,Charles,Johnson,2008-05-07,SCH-010,Kingsport High
10569,STU-0569,Thomas,Brown,2005-06-13,SCH-001,Springfield High
10570,STU-0570,Thomas,Martin,2009-01-24,SCH-007,Ridgemont High
10571,STU-0571,Joseph,Jackson,2006-05-02,SCH-012,Riverdale High
10572,STU-0572,William,Brown,2009-03-03,SCH-012,Riverdale High
10573,STU-0573,Jessica,Taylor,2012-12-20,SCH-011,Lakeside High
10574,STU-0574,Charles,Anderson,2008-05-06,SCH-002,Shelbyville High
10575,STU-0575,William,Gonzalez,2011-11-16,SCH-003,Ogdenville High
10576,STU-0576,Joseph,Gonzalez,2008-08-13,SCH-001,Springfield High
10577,STU-0577,Jennifer,Martinez,2010-02-05,SCH-014,Oakdale High
10578,STU-0578,Thomas,Martinez,2010-07-16,SCH-011,Lakeside High
10579,STU-0579,Sarah,Martinez,2011-06-01,SCH-018,Sunnydale High
10580,STU-0580,Joseph,Wilson,2009-04-10,SCH-016,Greendale High
10581,STU-0581,Elizabeth,Brown,2010-03-17,SCH-010,Kingsport High
10582,STU-0582,Karen,Miller,2007-01-07,SCH-012,Riverdale High
10583,STU-0583,William,Moore,2008-01-24,SCH-008,Hillwood High
10584,STU-0584,William,Garcia,2011-11-02,SCH-013,Millbrook High
10585,STU-0585,Thomas,Davis,2011-01-04,SCH-010,Kingsport High
10586,STU-0586,Sarah,Johnson,2006-05-04,SCH-013,Millbrook High
10587,STU-0587,Sarah,Taylor,2011-03-07,SCH-011,Lakeside High
10588,STU-0588,Thomas,Wilson,2009-08-02,SCH-011,Lakeside High
10589,STU-0589,Jessica,Smith,2011-10-20,SCH-011,Lakeside High
10590,STU-0590,Richard,Williams,2011-06-18,SCH-002,Shelbyville High
10591,STU-0591,Mary,Taylor,2011-10-14,SCH-011,Lakeside High
10592,STU-0592,Susan,Martin,2012-12-06,SCH-003,Ogdenville High
10593,STU-0593,Jessica,Rodriguez,2012-06-19,SCH-004,NorthHaverbrook High
10594,STU-0594,Susan,Lopez,2007-07-27,SCH-006,Westport High
10595,STU-0595,Robert,Rodriguez,2011-06-21,SCH-015,Brookfield High
10596,STU-0596,Thomas,Gonzalez,2005-12-25,SCH-003,Ogdenville High
10597,STU-0597,Mary,Rodriguez,2012-11-08,SCH-010,Kingsport High
10598,STU-0598,Charles,Jones,2005-09-14,SCH-002,Shelbyville High
10599,STU-0599,Elizabeth,Hernandez,2010-07-27,SCH-014,Oakdale High
10600,STU-0600,Sarah,Garcia,2010-03-27,SCH-005,Capital High
10601,STU-0601,Jessica,Johnson,2009-09-05,SCH-020,Elmwood High
10602,STU-0602,David,Rodriguez,2006-12-07,SCH-010,Kingsport High
10603,STU-0603,Robert,Smith,2007-09-15,SCH-017,Fernwood High
10604,STU-0604,Jessica,Wilson,2012-10-02,SCH-002,Shelbyville High
10605,STU-0605,Charles,Miller,2009-04-09,SCH-015,Brookfield High
10606,STU-0606,Richard,Lopez,2005-06-14,SCH-020,Elmwood High
10607,STU-0607,James,Williams,2009-02-01,SCH-014,Oakdale High
10608,STU-0608,Patricia,Wilson,2009-10-01,SCH-020,Elmwood High
10609,STU-0609,Jessica,Martinez,2012-02-24,SCH-013,Millbrook High
10610,STU-0610,Jessica,Smith,2005-08-20,SCH-005,Capital High
10611,STU-0611,Robert,Moore,2011-01-11,SCH-013,Millbrook High
10612,STU-0612,Michael,Gonzalez,2005-01-09,SCH-013,Millbrook High
10613,STU-0613,Mary,Brown,2009-12-20,SCH-007,Ridgemont High
10614,STU-0614,Thomas,Martin,2006-09-26,SCH-017,Fernwood High
10615,STU-0615,Patricia,Johnson,2009-07-23,SCH-014,Oakdale High
10616,STU-0616,Charles,Thomas,2009-11-26,SCH-004,NorthHaverbrook High
10617,STU-0617,Charles,Jackson,2005-05-26,SCH-005,Capital High
10618,STU-0618,Elizabeth,Martin,2007-07-25,SCH-018,Sunnydale High
10619,STU-0619,David,Jackson,2006-05-18,SCH-014,Oakdale High
10620,STU-0620,Susan,Taylor,2010-03-21,SCH-002,Shelbyville High
10621,STU-0621,Patricia,Wilson,2005-06-09,SCH-006,Westport High
10622,STU-0622,John,Moore,2006-03-17,SCH-003,Ogdenville High
10623,STU-0623,Michael,Moore,2008-11-27,SCH-012,Riverdale High
10624,STU-0624,Joseph,Garcia,2010-12-06,SCH-005,Capital High
10625,STU-0625,Barbara,Thomas,2012-10-02,SCH-020,Elmwood High
10626,STU-0626,Elizabeth,Hernandez,2005-06-16,SCH-004,NorthHaverbrook High
10627,STU-0627,Michael,Martinez,2006-09-26,SCH-014,Oakdale High
10628,STU-0628,Barbara,Lopez,2011-01-10,SCH-005,Capital High
10629,STU-0629,Susan,Wilson,2009-07-21,SCH-015,Brookfield High
10630,STU-0630,Susan,Johnson,2006-05-07,SCH-001,Springfield High
10631,STU-0631,Susan,Davis,2010-01-07,SCH-003,Ogdenville High
10632,STU-0632,James,Gonzalez,2005-08-07,SCH-020,Elmwood High
10633,STU-0633,Mary,Anderson,2006-07-19,SCH-010,Kingsport High
10634,STU-0634,Jennifer,Hernandez,2005-09-11,SCH-014,Oakdale High
10635,STU-0635,Jessica,Smith,2007-02-02,SCH-020,Elmwood High
10636,STU-0636,Jennifer,Brown,2012-11-20,SCH-005,Capital High
10637,STU-0637,Michael,Rodriguez,2011-05-12,SCH-013,Millbrook High
10638,STU-0638,David,Davis,2005-11-17,SCH-013,Millbrook High
10639,STU-0639,Linda,Garcia,2012-01-06,SCH-010,Kingsport High
10640,STU-0640,Sarah,Martinez,2006-11-10,SCH-009,Fairview High
10641,STU-0641,Sarah,Gonzalez,2005-03-25,SCH-013,Millbrook High
10642,STU-0642,Elizabeth,Williams,2012-12-27,SCH-001,Springfield High
10643,STU-0643,Barbara,Thomas,2005-02-27,SCH-010,Kingsport High
10644,STU-0644,David,Anderson,2011-03-23,SCH-015,Brookfield High
10645,STU-0645,Mary,Davis,2006-07-11,SCH-005,Capital High
10646,STU-0646,Patricia,Lopez,2008-10-20,SCH-001,Springfield High
10647,STU-0647,Sarah,Davis,2011-04-11,SCH-003,Ogdenville High
10648,STU-0648,William,Hernandez,2008-11-10,SCH-018,Sunnydale High
10649,STU-0649,Patricia,Johnson,2010-11-14,SCH-016,Greendale High
10650,STU-0650,Charles,Martin,2010-04-12,SCH-016,Greendale High
10651,STU-0651,James,Hernandez,2008-03-17,SCH-011,Lakeside High
10652,STU-0652,Charles,Wilson,2009-06-11,SCH-007,Ridgemont High
10653,STU-0653,John,Martinez,2011-09-01,SCH-004,NorthHaverbrook High
10654,STU-0654,Jessica,Miller,2005-10-03,SCH-004,NorthHaverbrook High
10655,STU-0655,Jessica,Jackson,2009-05-20,SCH-002,Shelbyville High
10656,STU-0656,Jessica,Garcia,2005-10-01,SCH-008,Hillwood High
10657,STU-0657,Barbara,Smith,2006-06-04,SCH-020,Elmwood High
10658,STU-0658,Patricia,Anderson,2011-05-25,SCH-007,Ridgemont High
10659,STU-0659,Susan,Jackson,2009-07-17,SCH-005,Capital High
10660,STU-0660,Michael,Jackson,2009-03-24,SCH-020,Elmwood High
10661,STU-0661,Susan,Jackson,2008-11-23,SCH-013,Millbrook High
10662,STU-0662,John,Jones,2010-11-22,SCH-002,Shelbyville High
10663,STU-0663,Mary,Martin,2010-08-28,SCH-012,Riverdale High
10664,STU-0664,Elizabeth,Williams,2009-12-04,SCH-004,NorthHaverbrook High
10665,STU-0665,Barbara,Jackson,2010-05-10,SCH-001,Springfield High
10666,STU-0666,Linda,Jackson,2005-10-25,SCH-006,Westport High
10667,STU-0667,Richard,Rodriguez,2005-05-08,SCH-020,Elmwood High
10668,STU-0668,Robert,Johnson,2010-04-12,SCH-007,Ridgemont High
10669,STU-0669,James,Smith,2012-01-08,SCH-010,Kingsport High
10670,STU-0670,Joseph,Davis,2008-01-04,SCH-010,Kingsport High
10671,STU-0671,Jessica,Smith,2008-06-24,SCH-008,Hillwood High
10672,STU-0672,Jennifer,Wilson,2007-08-24,SCH-011,Lakeside High
10673,STU-0673,John,Jones,2006-08-25,SCH-006,Westport High
10674,STU-0674,Linda,Jones,2007-09-25,SCH-013,Millbrook High
10675,STU-0675,Jessica,Rodriguez,2006-10-11,SCH-015,Brookfield High
10676,STU-0676,Richard,Garcia,2006-06-07,SCH-015,Brookfield High
10677,STU-0677,Karen,Williams,2008-05-07,SCH-004,NorthHaverbrook High
10678,STU-0678,Charles,Wilson,2010-11-26,SCH-007,Ridgemont High
10679,STU-0679,Mary,Hernandez,2005-03-11,SCH-013,Millbrook High
10680,STU-0680,Patricia,Rodriguez,2007-11-04,SCH-011,Lakeside High
10681,STU-0681,Barbara,Johnson,2012-03-12,SCH-008,Hillwood High
10682,STU-0682,William,Taylor,2011-09-27,SCH-004,NorthHaverbrook High
10683,STU-0683,Mary,Thomas,2008-09-20,SCH-019,Crestwood High
10684,STU-0684,William,Davis,2006-04-13,SCH-014,Oakdale High
10685,STU-0685,Charles,Hernandez,2009-11-28,SCH-011,Lakeside High
10686,STU-0686,Susan,Anderson,2010-11-09,SCH-010,Kingsport High
10687,STU-0687,John,Gonzalez,2008-02-27,SCH-018,Sunnydale High
10688,STU-0688,James,Jackson,2006-05-24,SCH-011,Lakeside High
10689,STU-0689,Thomas,Garcia,2007-09-20,SCH-001,Springfield High
10690,STU-0690,Michael,Martin,2012-10-03,SCH-015,Brookfield High
10691,STU-0691,Jessica,Thomas,2007-02-07,SCH-019,Crestwood High
10692,STU-0692,Jessica,Rodriguez,2009-09-07,SCH-003,Ogdenville High
10693,STU-0693,Thomas,Martin,2006-06-21,SCH-013,Millbrook High
10694,STU-0694,Joseph,Gonzalez,2006-01-12,SCH-011,Lakeside High
10695,STU-0695,Patricia,Gonzalez,2006-10-10,SCH-012,Riverdale High
10696,STU-0696,Thomas,Wilson,2010-10-01,SCH-006,Westport High
10697,STU-0697,James,Miller,2010-01-05,SCH-004,NorthHaverbrook High
10698,STU-0698,David,Martinez,2010-09-24,SCH-007,Ridgemont High
10699,STU-0699,Jennifer,Anderson,2010-11-21,SCH-014,Oakdale High
10700,STU-0700,Sarah,Taylor,2005-04-24,SCH-006,Westport High
10701,STU-0701,James,Gonzalez,2005-12-04,SCH-016,Greendale High
10702,STU-0702,John,Miller,2012-02-27,SCH-020,Elmwood High
10703,STU-0703,Linda,Martin,2010-06-07,SCH-004,NorthHaverbrook High
10704,STU-0704,Joseph,Gonzalez,2009-08-19,SCH-015,Brookfield High
10705,STU-0705,John,Rodriguez,2009-02-21,SCH-009,Fairview High
10706,STU-0706,Charles,Martinez,2007-06-23,SCH-010,Kingsport High
10707,STU-0707,Elizabeth,Miller,2009-05-18,SCH-014,Oakdale High
10708,STU-0708,James,Rodriguez,2008-09-02,SCH-012,Riverdale High
10709,STU-0709,William,Miller,2005-08-11,SCH-016,Greendale High
10710,STU-0710,Linda,Garcia,2008-06-11,SCH-007,Ridgemont High
10711,STU-0711,Michael,Hernandez,2009-07-06,SCH-003,Ogdenville High
10712,STU-0712,James,Jones,2010-09-07,SCH-011,Lakeside High
10713,STU-0713,David,Smith,2011-01-18,SCH-009,Fairview High
10714,STU-0714,John,Davis,2010-06-26,SCH-015,Brookfield High
10715,STU-0715,Barbara,Johnson,2009-01-10,SCH-014,Oakdale High
10716,STU-0716,Elizabeth,Garcia,2005-06-05,SCH-011,Lakeside High
10717,STU-0717,Jennifer,Anderson,2008-09-02,SCH-013,Millbrook High
10718,STU-0718,Robert,Anderson,2010-10-17,SCH-004,NorthHaverbrook High
10719,STU-0719,Patricia,Jones,2011-08-25,SCH-014,Oakdale High
10720,STU-0720,Susan,Hernandez,2012-09-08,SCH-020,Elmwood High
10721,STU-0721,Joseph,Jones,2005-05-07,SCH-011,Lakeside High
10722,STU-0722,Barbara,Jackson,2005-09-12,SCH-017,Fernwood High
10723,STU-0723,Elizabeth,Johnson,2012-02-17,SCH-008,Hillwood High
10724,STU-0724,Susan,Thomas,2007-06-09,SCH-017,Fernwood High
10725,STU-0725,Jennifer,Miller,2007-04-01,SCH-010,Kingsport High
10726,STU-0726,Karen,Rodriguez,2009-09-12,SCH-011,Lakeside High
10727,STU-0727,Robert,Brown,2010-04-16,SCH-018,Sunnydale High
10728,STU-0728,Karen,Thomas,2012-10-22,SCH-008,Hillwood High
10729,STU-0729,Barbara,Williams,2011-09-26,SCH-017,Fernwood High
10730,STU-0730,Richard,Wilson,2012-03-13,SCH-004,NorthHaverbrook High
10731,STU-0731,David,Moore,2007-01-15,SCH-013,Millbrook High
